age,annual_income,education_level,city_type,daily_commute_km,weekly_travel_distance_km,current_vehicle_type,vehicle_age_years,fuel_expense_per_month,charging_station_accessibility,nearest_charging_station_km,home_charging_available,electricity_cost_per_kwh,environmental_awareness_score,government_incentive_awareness,technology_affinity_score,range_anxiety_score,battery_replacement_concern,ev_knowledge_score,previous_ev_experience,ev_adoption_likelihood,monthly_energy_consumption_kwh,monthly_charging_cost
38,137605.0,Bachelor,Suburban,59.1,296.3,SUV,4.9,587.6,5.2,6.5,1,0.25,6.4,6.4,9.8,4.4,1.0,8.4,0,High,278.3,69.6
23,64114.0,Bachelor,Urban,32.8,209.5,SUV,9.5,339.4,5.8,0.5,1,0.28,6.9,5.9,8.6,3.9,1.0,8.7,0,High,159.5,44.1
41,83812.0,Bachelor,Rural,47.2,283.9,Sedan,5.9,438.9,5.4,11.2,1,0.12,6.2,5.9,9.6,5.2,5.1,9.1,0,High,175.4,21.3
54,16913.0,Bachelor,Urban,21.4,147.7,Hatchback,9.5,157.1,5.5,0.5,1,0.13,3.9,7.7,4.4,7.5,3.6,4.4,0,Low,108.8,14.5
40,50990.0,High School,Suburban,42.9,265.2,SUV,10.5,415.0,3.6,7.9,1,0.28,7.9,8.7,8.2,5.1,5.3,8.8,0,High,256.8,72.6
34,28529.0,Bachelor,Suburban,37.9,215.6,Hatchback,7.5,297.4,5.2,8.7,1,0.34,5.4,5.9,6.4,7.3,1.9,5.1,1,High,134.4,45.6
29,30215.0,Bachelor,Suburban,28.2,193.4,SUV,1.3,198.9,4.2,10.4,1,0.3,3.3,3.5,5.7,7.8,6.8,4.3,0,Low,193.0,57.6
46,54729.0,Bachelor,Suburban,48.8,328.8,SUV,4.6,441.9,3.3,5.0,0,0.26,8.0,6.4,8.6,2.6,6.4,7.5,1,High,291.3,75.0
54,23849.0,Master,Suburban,30.6,198.2,Sedan,4.6,269.7,3.2,8.8,1,0.09,3.6,5.9,4.1,7.2,8.5,4.0,0,Low,153.9,13.4
61,111872.0,High School,Urban,28.3,179.1,SUV,9.2,258.7,3.6,0.5,0,0.13,5.7,6.3,4.4,7.4,2.3,3.5,0,Medium,110.5,14.3
64,31203.0,Bachelor,Rural,36.2,226.5,Sedan,12.6,293.2,3.0,10.4,0,0.13,5.0,6.1,4.4,8.5,3.4,5.5,0,Low,208.2,27.4
55,61765.0,Master,Urban,22.2,152.1,SUV,5.9,190.5,5.4,2.2,1,0.33,8.7,5.1,5.9,3.8,5.0,8.3,1,High,132.1,44.2
68,30209.0,Master,Urban,44.8,304.6,SUV,8.9,338.0,6.8,8.2,0,0.23,5.5,3.9,8.2,2.4,4.8,5.4,0,High,252.5,58.1
46,31304.0,Bachelor,Urban,57.3,348.0,SUV,6.8,441.6,9.7,0.5,1,0.31,8.6,8.3,8.4,2.6,3.4,8.3,0,High,254.6,79.0
32,42908.0,Master,Urban,65.4,427.8,Sedan,6.7,499.4,10.0,7.5,1,0.18,9.7,6.6,8.9,2.3,6.4,10.0,0,High,385.0,70.6
41,55716.0,Bachelor,Suburban,41.0,291.8,Sedan,8.7,316.1,4.6,3.9,0,0.11,6.4,7.3,9.1,4.0,5.4,8.5,0,High,199.7,21.2
68,11723.0,Bachelor,Suburban,10.3,65.0,Sedan,6.1,49.2,8.6,9.8,1,0.19,2.2,6.6,4.0,8.6,7.9,4.0,0,Low,40.8,7.6
52,43548.0,Master,Urban,51.7,354.0,SUV,10.6,350.7,10.0,4.8,0,0.16,6.9,4.4,8.8,4.2,3.8,8.0,1,High,267.7,42.7
31,50942.0,Master,Rural,26.8,168.1,Hatchback,7.9,193.9,5.1,4.3,1,0.33,6.7,4.0,9.6,5.1,4.3,6.5,1,High,147.6,49.3
32,35829.0,Bachelor,Suburban,52.9,381.1,Sedan,3.9,442.3,4.7,15.3,1,0.11,9.6,5.8,9.6,2.8,6.1,10.0,0,High,389.9,41.1
56,55772.0,High School,Urban,14.7,113.3,Hatchback,1.3,117.6,6.8,4.8,1,0.13,6.3,7.4,9.7,3.8,4.2,6.8,0,High,77.4,10.3
35,37007.0,High School,Rural,22.2,113.6,SUV,2.4,201.6,6.1,7.2,0,0.17,8.5,5.1,8.5,4.7,6.0,8.5,0,High,95.2,16.2
55,23331.0,High School,Urban,39.3,305.7,Sedan,2.0,329.3,5.5,1.0,1,0.33,5.4,8.6,4.5,5.5,10.0,4.1,0,Medium,274.5,90.3
23,51984.0,PhD,Urban,31.4,208.4,Sedan,10.9,223.1,5.9,4.5,1,0.35,5.6,2.5,4.5,7.6,5.5,5.4,0,Medium,183.5,63.9
39,17893.0,High School,Suburban,26.5,149.8,Hatchback,12.0,200.9,7.6,9.1,1,0.17,2.7,8.7,5.6,6.6,5.3,4.3,0,Medium,126.4,21.4
33,35000.0,High School,Urban,51.4,352.8,SUV,1.3,447.4,6.3,5.2,0,0.3,8.4,6.1,6.0,4.2,8.9,6.9,0,Medium,346.9,103.8
26,21132.0,Master,Suburban,36.2,238.2,Hatchback,1.7,237.2,3.1,12.6,1,0.19,7.4,5.6,5.3,5.9,6.1,7.0,0,Medium,225.7,42.5
46,32843.0,Bachelor,Urban,30.6,202.7,SUV,5.1,267.7,5.7,4.6,1,0.2,8.0,7.2,4.2,6.2,5.1,4.8,0,High,129.0,26.1
47,45300.0,High School,Suburban,59.5,357.4,Hatchback,3.5,473.9,6.4,3.0,1,0.08,9.4,8.2,7.9,4.4,5.8,9.5,0,High,294.2,25.0
58,32626.0,High School,Rural,30.2,151.8,Sedan,0.0,268.6,5.6,6.0,0,0.28,3.5,5.9,5.2,9.0,6.4,4.6,0,Low,99.4,27.5
65,20536.0,High School,Suburban,19.5,122.7,Sedan,3.9,211.7,4.7,6.4,1,0.19,3.3,5.9,5.8,7.4,8.7,5.2,0,Low,92.8,17.9
33,59014.0,Master,Suburban,44.1,293.5,Hatchback,8.9,349.1,5.4,10.0,0,0.22,9.0,7.8,9.4,3.1,2.0,7.7,0,High,201.6,44.3
46,29858.0,Bachelor,Rural,50.3,296.9,Sedan,7.4,427.6,5.1,17.8,1,0.14,8.7,7.9,8.0,3.6,6.9,8.7,1,High,229.9,33.1
50,23809.0,High School,Suburban,41.1,207.8,SUV,3.7,325.8,4.8,14.2,1,0.29,7.8,5.5,6.9,8.0,4.3,8.7,0,High,197.4,57.4
38,77541.0,Master,Suburban,5.0,26.3,SUV,8.9,5.9,4.9,8.9,1,0.19,6.1,7.1,9.6,4.4,3.8,7.4,0,High,19.9,3.8
43,25533.0,High School,Urban,30.6,178.6,Hatchback,7.2,261.6,8.2,0.5,0,0.34,8.2,9.9,9.8,4.5,5.8,7.6,1,High,168.8,58.0
54,19193.0,Bachelor,Suburban,24.4,149.8,Hatchback,5.9,249.4,5.9,13.4,0,0.24,3.8,8.2,3.7,7.7,3.5,2.7,0,Low,98.3,23.6
68,132372.0,High School,Urban,47.1,289.8,SUV,6.4,419.7,5.2,3.4,0,0.2,8.3,6.4,8.1,2.1,3.1,8.7,0,High,290.9,57.1
62,16914.0,Bachelor,Suburban,16.1,114.9,SUV,0.0,141.8,7.0,12.0,1,0.13,6.3,7.2,5.5,7.5,5.3,6.0,1,High,106.3,13.9
53,64526.0,Master,Suburban,37.0,232.0,Hatchback,9.8,304.2,7.7,13.3,0,0.26,7.1,1.6,5.5,8.8,4.5,7.2,0,Low,181.1,46.5
30,20874.0,Bachelor,Urban,53.9,373.0,Hatchback,5.5,518.7,4.7,14.3,0,0.25,5.2,8.3,5.8,7.3,2.9,4.0,0,Medium,317.0,78.1
53,35393.0,Master,Suburban,49.7,325.5,Truck,6.9,339.9,4.3,2.5,0,0.16,7.0,6.6,4.7,5.9,7.3,5.9,1,Medium,256.5,41.0
64,30508.0,Master,Suburban,55.2,294.8,Hatchback,6.8,468.9,8.0,11.0,1,0.12,6.0,7.2,6.6,8.0,4.7,7.0,0,High,180.3,21.9
62,23610.0,High School,Urban,47.6,320.7,SUV,5.6,375.2,5.2,1.3,1,0.12,8.1,4.9,7.6,3.2,6.3,7.5,0,High,237.4,28.6
54,51337.0,Bachelor,Suburban,24.5,193.3,Truck,1.4,149.2,3.0,6.7,1,0.35,6.0,4.1,9.8,3.9,6.7,8.5,1,High,174.9,61.1
34,16084.0,Bachelor,Urban,29.6,162.7,Sedan,6.1,222.9,6.8,6.2,1,0.27,6.3,6.2,6.8,5.5,6.6,7.0,0,High,161.9,44.3
44,37982.0,Master,Urban,57.1,396.1,Truck,7.8,474.0,5.8,3.8,1,0.13,4.1,4.8,4.2,4.1,6.1,5.1,1,Medium,360.7,46.1
38,72285.0,Master,Urban,54.2,321.0,Sedan,7.3,366.8,7.1,0.5,1,0.26,9.4,2.6,7.0,4.3,4.4,8.5,1,High,302.9,77.8
28,11334.0,Master,Urban,45.0,259.9,Hatchback,9.1,332.0,9.0,0.5,0,0.32,2.2,9.9,3.0,6.6,7.3,3.4,0,Low,237.1,76.1
65,40883.0,High School,Urban,33.7,256.1,Sedan,0.3,226.9,8.0,2.3,0,0.25,6.5,6.6,9.1,3.7,6.2,5.5,0,High,213.7,53.3
35,76491.0,Master,Urban,27.2,214.1,Sedan,2.6,211.1,6.7,1.9,0,0.25,7.7,4.0,9.0,2.0,4.1,7.6,0,High,163.3,41.4
35,32852.0,Bachelor,Suburban,38.9,209.9,Hatchback,5.9,363.5,1.8,10.7,1,0.24,8.9,3.8,8.0,4.8,1.0,9.6,0,High,139.5,33.4
28,22112.0,Bachelor,Urban,66.0,400.1,Hatchback,5.7,574.9,6.0,8.0,1,0.22,7.3,8.5,4.9,5.6,2.5,5.1,1,High,249.3,55.6
58,19002.0,Master,Suburban,22.7,142.2,Sedan,2.8,215.6,5.2,14.0,1,0.26,9.2,5.4,8.6,2.6,6.4,9.8,0,High,121.4,31.7
62,110382.0,Bachelor,Suburban,42.9,239.6,Hatchback,3.9,318.2,3.9,12.2,1,0.31,6.8,7.3,9.1,4.1,5.2,9.0,0,High,190.8,59.1
62,33098.0,High School,Urban,31.6,169.7,SUV,8.0,220.0,7.5,0.5,0,0.19,9.5,2.3,8.6,4.8,6.3,8.7,0,High,145.1,27.0
66,41598.0,Master,Suburban,18.3,114.8,Sedan,5.7,177.2,4.3,7.6,1,0.28,6.2,5.6,8.2,2.6,6.0,8.1,0,High,98.5,27.5
58,44574.0,High School,Urban,31.8,197.8,SUV,3.2,293.8,8.2,2.6,1,0.19,7.9,4.3,6.2,6.4,7.8,6.8,0,High,166.2,31.9
53,70504.0,PhD,Urban,60.4,450.1,SUV,5.3,521.0,9.3,0.5,0,0.08,9.8,5.3,7.1,5.8,5.2,8.2,0,High,337.3,27.6
69,36220.0,Bachelor,Suburban,51.3,282.0,SUV,3.4,415.1,6.2,14.0,0,0.09,5.1,8.5,3.2,9.5,5.4,6.0,1,Low,210.2,18.4
63,45839.0,High School,Urban,61.9,472.0,Hatchback,7.3,508.6,3.5,0.5,1,0.1,6.4,5.5,8.6,5.2,5.7,6.5,0,Medium,365.2,34.9
26,23864.0,Bachelor,Urban,25.9,145.9,SUV,8.0,209.9,6.9,1.6,1,0.11,5.9,5.9,5.6,6.7,1.0,5.3,0,High,123.6,13.5
57,9431.0,Bachelor,Rural,41.0,221.3,SUV,6.5,278.5,6.4,10.2,0,0.29,3.4,8.7,3.3,9.4,4.2,1.5,0,Low,162.1,47.5
36,58156.0,Bachelor,Suburban,56.2,372.9,SUV,8.2,353.8,6.4,3.2,1,0.14,8.4,2.6,8.1,4.5,5.0,8.2,0,High,352.8,48.0
29,37833.0,High School,Suburban,54.6,379.5,Sedan,9.4,440.3,8.1,8.9,0,0.29,5.2,6.7,8.2,5.0,4.7,4.6,0,Medium,317.2,93.3
66,11565.0,Bachelor,Urban,32.9,217.8,Sedan,6.3,212.3,8.8,2.6,1,0.1,6.3,5.7,3.5,9.0,4.0,4.2,1,Medium,209.3,21.5
57,19920.0,Bachelor,Suburban,44.3,223.1,Sedan,4.3,379.2,6.8,11.1,1,0.24,6.0,4.1,6.6,4.4,5.8,4.6,0,High,143.0,34.5
46,35090.0,Bachelor,Urban,54.1,404.7,SUV,7.9,437.4,4.0,4.8,1,0.21,6.6,6.9,5.4,5.0,6.5,5.6,0,Medium,335.1,69.4
44,23648.0,Bachelor,Urban,42.7,281.8,Hatchback,3.2,384.3,6.2,0.5,0,0.11,5.2,7.7,5.6,5.6,5.9,4.7,1,Medium,203.6,22.8
38,115787.0,Bachelor,Rural,55.4,433.6,Sedan,8.3,460.9,5.5,5.2,0,0.31,6.8,8.2,7.5,3.9,8.1,8.4,0,High,345.6,106.4
38,91082.0,High School,Urban,35.6,200.1,Sedan,1.2,299.7,9.0,0.5,1,0.32,8.8,3.4,8.3,2.8,7.9,10.0,0,High,153.9,49.7
34,31302.0,Bachelor,Urban,5.0,27.7,Sedan,4.9,60.9,7.8,0.5,1,0.33,4.6,1.7,5.0,6.3,5.9,3.2,0,Medium,18.4,6.0
49,97552.0,Bachelor,Suburban,41.5,285.6,Hatchback,8.2,328.7,3.1,5.5,1,0.27,6.1,6.9,9.1,2.4,2.6,8.2,0,High,233.7,63.4
21,74698.0,High School,Suburban,41.8,238.9,Hatchback,6.9,373.0,4.7,9.2,0,0.24,4.8,4.3,5.8,6.2,6.5,4.8,0,Medium,224.4,53.3
41,23273.0,Bachelor,Rural,25.9,153.6,SUV,2.1,180.4,3.9,11.8,0,0.23,5.3,6.4,5.4,7.2,4.8,6.9,0,Medium,113.8,26.3
41,55055.0,PhD,Rural,10.6,77.5,Sedan,5.2,135.6,5.4,6.5,1,0.21,6.3,5.3,6.0,7.5,2.3,3.6,0,Medium,70.6,14.9
39,55864.0,Bachelor,Suburban,11.1,85.6,Hatchback,8.2,64.5,2.4,16.0,0,0.28,8.6,6.1,5.9,2.5,8.2,6.0,0,Medium,69.2,19.5
64,16466.0,High School,Urban,11.4,67.4,SUV,2.1,69.4,,5.7,0,0.17,5.7,5.8,4.5,6.2,6.4,3.1,0,Low,51.8,8.7
42,58722.0,Bachelor,Urban,43.7,221.1,Truck,5.8,349.7,3.8,0.5,1,0.21,9.0,4.9,7.6,2.7,4.5,8.6,0,High,161.4,33.7
31,28936.0,Master,Urban,28.0,147.0,SUV,1.3,242.6,3.6,0.5,0,0.22,4.7,5.0,5.5,6.3,5.8,3.7,0,Low,106.0,23.0
59,21373.0,Bachelor,Rural,10.9,64.4,Sedan,3.4,108.1,7.4,8.6,0,0.14,6.3,1.4,5.4,8.8,6.5,4.9,0,Low,64.3,8.7
55,71155.0,Bachelor,Suburban,23.9,166.7,Hatchback,4.8,205.3,4.3,12.6,1,0.29,8.7,6.4,9.8,5.4,4.0,10.0,1,High,152.4,43.5
55,63279.0,Master,Suburban,28.2,177.5,Sedan,4.2,272.4,1.5,6.1,0,0.3,8.4,8.9,7.0,4.8,8.2,,0,Medium,169.3,51.2
38,46520.0,Bachelor,Urban,16.9,131.2,SUV,13.3,153.9,4.9,2.5,1,0.23,7.1,6.9,7.0,7.9,6.1,6.4,0,High,82.6,18.9
48,45910.0,High School,Suburban,32.1,188.2,Sedan,9.7,248.9,7.4,11.6,1,0.3,6.5,6.6,7.4,2.5,7.8,6.0,0,High,115.5,34.4
24,20384.0,Bachelor,Urban,40.1,273.4,Hatchback,7.1,312.1,8.6,0.5,0,0.14,4.6,6.7,5.4,9.0,5.2,4.7,0,Medium,206.8,28.8
62,32757.0,Bachelor,Suburban,28.3,151.3,Truck,2.9,175.0,5.7,5.0,1,0.15,6.0,8.2,8.9,4.7,6.7,6.9,0,High,151.7,23.4
49,64327.0,High School,Urban,27.1,150.1,SUV,5.5,192.9,7.2,12.3,1,0.16,7.4,7.5,7.2,3.0,5.3,8.5,0,High,127.1,19.8
44,40214.0,Bachelor,Suburban,9.0,59.2,Hatchback,7.7,110.7,4.1,14.3,1,0.23,7.6,5.0,8.7,5.1,6.8,9.8,0,High,39.4,9.2
56,31711.0,High School,Suburban,32.1,238.2,Truck,9.1,247.6,6.1,7.6,1,0.15,6.3,6.1,5.5,7.5,6.9,5.5,0,Medium,212.1,31.7
21,48560.0,PhD,Rural,38.1,217.4,SUV,4.6,294.8,7.1,15.8,1,0.09,3.6,3.6,5.6,7.8,4.3,4.6,0,Medium,135.2,12.4
28,45761.0,Bachelor,Urban,63.7,451.7,Sedan,7.2,575.2,7.3,4.1,1,0.28,8.4,5.9,5.1,4.0,1.8,6.2,0,High,451.8,126.9
56,33345.0,Bachelor,Rural,45.9,313.4,SUV,6.0,374.6,3.0,13.4,0,0.23,6.1,7.7,6.2,5.5,4.6,7.7,1,Medium,275.2,63.4
47,13665.0,Master,Urban,26.3,181.9,Truck,3.1,211.2,8.9,0.5,1,0.32,2.6,7.2,5.4,8.7,6.9,4.0,0,Medium,149.7,48.0
44,27265.0,Master,Urban,34.7,213.8,SUV,2.9,237.6,5.4,4.5,0,0.2,6.3,9.0,6.9,5.2,7.0,6.7,1,Medium,216.9,44.3
34,43061.0,Bachelor,Suburban,39.8,277.5,Hatchback,13.0,322.5,1.4,15.7,1,0.33,3.9,4.0,3.3,9.7,6.6,5.3,0,Low,273.2,89.8
39,27579.0,Bachelor,Urban,53.4,341.2,SUV,4.3,446.1,8.1,5.0,0,0.21,7.1,6.5,5.6,4.1,5.6,6.3,1,High,334.7,68.7
49,96704.0,Bachelor,Urban,14.8,107.7,Sedan,4.8,74.9,5.7,1.5,0,0.19,9.8,5.6,7.7,5.2,5.2,8.6,0,High,86.5,16.6
69,60180.0,Bachelor,Urban,34.5,209.2,Sedan,5.8,291.7,6.3,2.8,1,0.25,3.3,6.3,6.9,9.6,2.9,3.4,0,Medium,133.6,32.8
53,28975.0,Bachelor,Urban,32.9,254.1,Hatchback,3.9,298.6,10.0,0.5,1,0.27,8.7,3.7,6.1,3.9,6.8,6.6,1,High,219.7,59.1
29,47278.0,High School,Suburban,34.6,233.5,Sedan,10.5,263.1,3.1,4.2,1,0.23,8.3,6.1,8.6,3.8,3.4,10.0,0,High,214.5,50.2
53,47346.0,Master,Suburban,24.9,159.1,SUV,6.2,220.7,2.8,15.0,0,0.19,6.6,6.9,9.0,5.1,5.0,8.5,1,High,153.7,29.4
33,35702.0,Master,Urban,30.8,169.5,SUV,8.9,317.1,6.1,3.2,1,0.25,6.5,3.8,5.8,5.4,4.2,5.2,0,Medium,170.2,43.1
61,19096.0,High School,Suburban,45.9,344.2,Sedan,2.3,430.5,9.2,10.4,1,0.3,7.0,6.9,4.8,4.5,3.7,4.6,0,High,215.4,65.6
53,37032.0,Bachelor,Rural,17.6,94.3,Sedan,6.6,150.6,5.3,4.5,0,0.12,5.1,8.5,4.1,7.2,1.8,5.1,0,Medium,86.7,10.5
37,17925.0,Bachelor,Urban,19.3,125.4,Hatchback,9.2,182.6,8.2,6.2,1,0.15,4.9,5.4,6.2,7.3,8.6,6.3,0,Medium,80.7,12.1
29,49289.0,Bachelor,Suburban,47.9,313.0,Sedan,1.0,448.9,4.1,4.4,1,0.32,4.4,5.6,7.0,7.3,4.9,,0,Medium,238.1,76.1
65,81641.0,Bachelor,Urban,17.6,132.0,Hatchback,6.0,152.9,8.6,8.2,1,0.13,8.8,4.5,7.9,3.6,4.5,8.6,0,High,128.4,16.9
37,126299.0,PhD,Rural,57.4,364.7,Sedan,1.7,520.2,5.4,13.4,1,0.3,6.3,5.8,8.9,2.7,2.7,8.6,0,High,232.6,69.3
36,45726.0,Bachelor,Rural,38.2,273.8,Truck,4.1,312.3,5.8,7.6,0,0.26,5.1,6.8,9.4,2.4,1.0,5.8,0,High,245.2,63.2
64,21956.0,Bachelor,Urban,35.5,195.0,Hatchback,3.9,258.7,8.2,3.0,1,0.3,6.5,9.2,4.1,6.6,6.6,7.4,0,High,142.5,42.3
30,48729.0,Bachelor,Rural,48.3,316.6,Hatchback,7.4,479.5,7.2,9.8,1,0.22,4.7,6.0,4.3,8.4,5.6,4.7,0,Low,288.3,62.3
49,35452.0,High School,Rural,52.3,332.1,Hatchback,10.1,471.7,1.0,9.3,0,0.12,7.0,5.4,3.4,5.2,2.0,7.1,0,Medium,273.7,32.7
61,27767.0,Master,Urban,9.6,58.6,SUV,6.8,60.4,5.2,0.5,0,0.1,6.0,5.2,9.5,4.2,2.7,6.0,0,High,46.1,4.7
21,74164.0,Master,Urban,48.6,343.9,SUV,7.0,435.3,7.7,3.8,1,0.09,8.2,6.1,7.4,4.8,7.9,8.1,0,High,318.5,29.6
57,42838.0,Master,Urban,38.9,309.5,Hatchback,10.1,376.2,4.0,0.5,1,0.22,8.7,9.1,6.6,2.4,6.2,7.5,1,High,260.5,58.2
24,31440.0,Master,Rural,38.5,278.0,SUV,4.7,359.3,4.9,6.0,1,0.1,5.8,4.3,6.7,8.0,5.4,5.9,0,Medium,184.8,18.5
28,63038.0,Master,Urban,48.6,261.6,Sedan,5.3,462.5,6.2,4.2,0,0.16,6.8,5.1,10.0,4.1,4.9,9.7,0,High,184.3,28.8
22,64757.0,High School,Urban,45.9,237.7,SUV,5.7,332.7,7.8,3.4,1,0.29,6.6,5.5,8.1,2.8,2.7,6.4,0,High,218.3,62.2
50,46930.0,Master,Urban,28.2,193.7,Sedan,7.4,230.6,9.4,4.6,1,0.13,9.4,5.3,9.1,3.6,6.9,10.0,0,High,171.0,22.4
31,29024.0,Master,Suburban,37.9,245.7,SUV,5.9,364.9,5.3,8.3,1,0.25,8.8,5.4,7.6,3.9,5.8,8.5,1,High,220.7,55.5
35,31520.0,High School,Rural,16.4,127.3,Hatchback,4.6,111.9,6.5,14.3,1,0.22,9.4,3.0,8.0,2.4,5.0,8.5,0,High,76.9,16.7
65,19540.0,Master,Urban,15.7,106.5,SUV,5.7,142.7,7.6,0.5,1,0.22,3.7,5.2,2.5,6.6,5.8,3.1,0,Low,87.7,19.2
42,18055.0,High School,Urban,10.9,60.5,Sedan,7.6,88.0,7.9,0.5,0,0.15,5.6,10.0,4.6,8.6,4.0,5.8,0,Medium,45.0,6.8
60,15968.0,Bachelor,Suburban,32.6,193.1,Hatchback,6.5,265.1,,13.3,0,0.1,7.6,7.5,4.6,8.7,4.6,6.7,1,Medium,118.7,12.4
42,11892.0,Bachelor,Suburban,28.8,199.8,Sedan,2.6,226.2,3.3,11.0,1,0.35,6.1,8.8,5.6,9.4,5.9,5.2,0,Low,153.0,53.3
67,43770.0,Bachelor,Urban,34.3,184.7,SUV,11.5,299.9,10.0,4.0,1,0.31,9.2,8.5,7.1,4.9,4.4,8.6,0,High,160.5,49.9
50,26125.0,Bachelor,Urban,31.4,180.5,Sedan,7.0,325.1,6.4,9.4,1,0.21,6.5,6.4,6.3,7.9,6.7,7.0,0,Medium,184.0,39.6
24,26545.0,Bachelor,Urban,38.1,294.0,Hatchback,5.1,299.5,9.6,0.8,1,0.26,6.0,4.5,8.4,2.6,4.0,6.6,1,High,211.6,54.2
27,23631.0,Master,Urban,21.7,162.6,Sedan,2.1,167.9,7.6,11.4,1,0.28,3.3,7.2,5.2,9.0,5.5,6.3,1,Medium,162.5,45.4
46,58565.0,Master,Urban,36.5,206.1,SUV,4.3,288.1,6.2,10.2,1,0.23,9.4,6.6,9.0,3.0,4.3,9.0,0,High,210.6,48.9
44,69111.0,Master,Suburban,49.9,286.4,Sedan,6.9,466.0,4.4,9.8,0,0.16,8.7,5.1,9.6,2.7,2.5,10.0,0,High,237.4,38.0
56,43817.0,Bachelor,Urban,11.3,74.4,SUV,4.6,156.4,3.6,4.9,1,0.34,9.6,5.8,8.9,2.4,4.0,9.6,0,High,45.6,15.5
24,71146.0,Master,Suburban,31.5,190.9,SUV,9.9,203.8,6.1,8.9,0,0.14,9.3,10.0,8.4,5.9,5.3,8.1,0,High,142.6,20.4
26,27384.0,Master,Urban,13.8,91.3,Hatchback,0.0,99.7,10.0,2.0,1,0.21,8.9,4.3,8.2,4.1,2.1,7.3,0,High,69.7,14.9
54,50518.0,Bachelor,Urban,56.4,407.8,Hatchback,11.3,418.2,7.3,1.2,1,0.23,8.0,7.5,8.1,4.0,7.5,7.4,0,High,334.4,76.8
33,46791.0,Bachelor,Urban,14.5,103.3,Hatchback,3.3,67.8,4.5,5.5,1,0.23,9.2,3.0,7.9,3.7,5.8,7.7,1,High,80.7,18.3
44,30673.0,Master,Suburban,38.4,196.1,Truck,5.2,295.9,4.4,10.3,0,0.15,6.0,5.5,9.9,3.2,7.7,7.6,0,Medium,172.7,26.0
22,86633.0,High School,Urban,39.8,229.3,Sedan,5.5,380.2,4.9,7.2,1,0.33,7.8,5.7,9.4,4.4,1.0,7.9,0,High,159.2,52.0
23,114774.0,Master,Urban,5.0,35.9,SUV,6.1,33.2,5.7,0.5,1,0.09,8.7,7.1,9.5,2.2,4.3,7.4,0,High,36.4,3.1
26,35100.0,Master,Urban,48.4,244.5,Hatchback,13.0,407.5,4.5,0.9,1,0.11,8.3,3.8,8.8,2.3,5.4,8.3,1,High,190.8,21.6
53,22586.0,Master,Rural,32.3,227.5,Sedan,6.7,290.5,5.4,7.5,0,0.32,4.5,3.4,5.4,8.1,7.0,4.0,0,Low,225.5,72.8
50,52957.0,High School,Rural,34.7,255.4,Truck,6.5,213.9,4.0,14.8,1,0.24,8.7,1.9,8.2,4.4,3.2,8.9,0,High,228.4,55.6
49,35360.0,Bachelor,Urban,35.2,238.3,Truck,0.0,247.6,5.1,0.5,1,0.24,4.7,5.3,6.7,7.0,4.3,4.8,0,Medium,190.8,45.9
26,11058.0,Bachelor,Urban,58.5,449.8,Truck,9.5,431.1,8.0,6.4,1,0.17,6.7,7.5,3.8,6.5,3.2,5.3,1,High,394.3,68.1
30,23599.0,Bachelor,Urban,5.0,27.6,SUV,9.3,70.8,6.0,3.0,1,0.11,3.9,6.0,4.0,6.8,4.2,2.8,0,Low,23.3,2.5
44,64099.0,High School,Urban,20.8,122.7,Hatchback,7.8,184.0,8.0,0.5,0,0.19,5.7,8.5,9.5,5.0,3.1,6.5,1,High,81.7,15.7
41,23743.0,Bachelor,Urban,30.2,206.6,SUV,3.8,174.3,5.6,5.8,0,0.16,4.3,2.2,3.5,9.1,2.5,3.2,0,Low,143.7,23.7
29,41575.0,High School,Suburban,38.9,308.5,Sedan,5.1,343.6,3.0,10.5,1,0.28,4.6,4.1,7.0,5.8,6.4,4.8,0,Medium,191.7,53.2
24,35660.0,Bachelor,Rural,19.7,124.1,SUV,7.4,161.0,6.5,8.0,0,0.29,5.8,5.5,5.2,7.0,6.3,5.5,0,Medium,127.0,36.4
50,58278.0,High School,Urban,15.2,95.7,Truck,6.4,103.9,6.7,4.9,0,0.26,8.8,9.1,7.3,2.2,2.7,7.7,0,High,62.7,16.5
53,21830.0,Bachelor,Urban,9.0,54.6,SUV,6.5,65.1,6.1,1.7,1,0.3,2.4,3.9,5.6,9.9,7.6,6.3,0,Low,53.6,16.1
52,55354.0,Bachelor,Urban,41.7,318.6,Hatchback,2.9,326.9,9.5,0.5,1,0.09,6.9,6.3,8.6,2.2,6.4,8.0,0,High,290.9,27.2
30,59670.0,High School,Suburban,59.7,302.8,Sedan,5.4,384.3,10.0,6.3,0,0.08,9.7,1.0,7.3,3.0,3.2,8.5,1,High,243.0,20.6
49,42554.0,Bachelor,Urban,45.3,303.3,SUV,10.1,348.0,7.8,0.5,1,0.13,8.8,6.0,6.4,4.8,1.9,8.3,0,High,243.7,30.8
27,67150.0,High School,Suburban,18.5,139.4,SUV,3.1,117.1,5.2,21.5,1,0.24,7.4,6.6,9.8,4.3,3.0,7.4,0,High,95.7,23.1
22,12295.0,Master,Urban,38.5,266.3,Sedan,2.7,374.4,5.3,0.5,1,0.24,4.6,6.4,5.8,6.3,3.7,6.6,0,Medium,214.1,50.9
36,18496.0,Bachelor,Urban,9.0,54.7,Truck,2.6,123.5,6.2,0.9,0,0.33,5.3,9.1,4.1,4.1,4.2,6.1,0,High,52.3,17.3
